Record_id,id,Gender,Customer Type,Age,Age_group,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
22126,57774,Female,Loyal Customer,42,Mid,Business travel,Business,2704,5,5,5,5,2,3,5,5,5,5,5,5,5,4,0,0.0,1
22127,1369,Female,Loyal Customer,52,Senior,Business travel,Business,3425,1,2,2,2,1,4,4,1,1,1,1,2,1,4,70,64.0,0
22128,92446,Male,disloyal Customer,48,Senior,Business travel,Business,2092,3,3,3,2,5,3,5,5,4,5,5,3,4,5,8,0.0,0
22129,99223,Female,Loyal Customer,47,Senior,Business travel,Business,3748,4,4,4,4,3,5,5,4,4,4,4,3,4,4,4,16.0,1
22130,23149,Female,Loyal Customer,58,Senior,Business travel,Business,1861,3,3,3,3,5,4,4,3,3,3,3,1,3,4,0,0.0,0
22131,5544,Female,Loyal Customer,46,Senior,Personal Travel,Eco,431,2,5,5,3,3,5,4,3,3,5,3,4,3,4,0,0.0,0
22132,18919,Male,Loyal Customer,30,Young,Personal Travel,Eco,551,2,1,3,3,3,3,5,3,2,3,3,1,4,3,0,0.0,0
22133,115601,Female,Loyal Customer,62,Old,Business travel,Business,325,2,3,3,3,5,4,4,2,2,1,2,3,2,2,11,0.0,0
22134,126506,Female,Loyal Customer,44,Mid,Business travel,Eco Plus,1849,3,2,2,2,4,2,3,3,3,3,3,4,3,2,0,0.0,0
22135,113597,Female,disloyal Customer,38,Mid,Business travel,Eco,386,2,1,1,2,2,1,2,2,3,1,2,3,1,2,25,17.0,0
22136,59680,Female,Loyal Customer,22,Young,Personal Travel,Eco,861,4,5,4,3,4,4,4,4,5,3,4,4,5,4,0,0.0,0
22137,58567,Female,Loyal Customer,20,Young,Business travel,Business,1186,5,5,5,5,5,5,5,5,3,5,4,4,5,5,5,0.0,1
22138,116872,Female,Loyal Customer,38,Mid,Business travel,Business,646,2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0.0,1
22139,59371,Female,Loyal Customer,38,Mid,Business travel,Business,2615,3,5,5,5,5,4,3,3,3,3,3,1,3,1,0,0.0,0
22140,61888,Female,Loyal Customer,46,Senior,Personal Travel,Eco,2521,2,3,2,4,3,4,4,2,2,2,2,4,2,3,0,0.0,0
22141,52589,Male,Loyal Customer,34,Mid,Business travel,Eco,160,3,5,5,5,3,3,3,3,2,3,3,1,2,3,0,0.0,0
22142,99442,Female,Loyal Customer,27,Young,Personal Travel,Eco Plus,337,4,2,4,4,4,4,4,4,3,4,4,2,4,4,0,0.0,0
22143,99783,Female,disloyal Customer,22,Young,Business travel,Eco,584,2,5,2,1,4,2,4,4,4,3,4,4,5,4,5,14.0,0
22144,101974,Male,Loyal Customer,69,Old,Personal Travel,Eco,628,3,4,4,3,2,4,2,2,5,3,4,5,4,2,0,0.0,0
22145,100926,Female,Loyal Customer,54,Senior,Business travel,Business,2301,3,3,3,3,5,5,5,2,2,2,2,3,2,5,0,0.0,1
22146,24148,Female,disloyal Customer,30,Young,Business travel,Eco,170,3,0,4,2,3,4,3,3,4,2,2,2,5,3,0,0.0,0
22147,79339,Male,disloyal Customer,22,Young,Business travel,Eco,1020,3,2,2,4,2,3,3,1,5,3,3,3,4,3,123,134.0,0
22148,92008,Female,disloyal Customer,24,Young,Business travel,Eco,1517,2,2,2,4,3,2,3,3,3,4,4,1,3,3,13,0.0,0
22149,46144,Male,Loyal Customer,36,Mid,Business travel,Eco,516,2,3,3,3,2,2,2,2,3,4,3,3,4,2,1,0.0,0
22150,5236,Male,Loyal Customer,59,Senior,Business travel,Business,3912,4,4,4,4,4,5,5,5,5,4,5,5,5,3,125,121.0,1
22151,43219,Male,disloyal Customer,39,Mid,Business travel,Eco,423,1,0,1,3,2,1,2,2,1,1,5,5,1,2,14,21.0,0
22152,46869,Female,Loyal Customer,35,Mid,Business travel,Eco,844,5,4,4,4,5,5,5,5,3,1,4,1,2,5,32,19.0,1
22153,67779,Male,Loyal Customer,60,Senior,Business travel,Business,3352,3,3,3,3,2,3,4,3,3,3,3,4,3,1,0,2.0,0
22154,37303,Female,Loyal Customer,32,Mid,Business travel,Business,3051,5,5,5,5,2,2,2,2,5,5,2,2,3,2,0,0.0,1
22155,100938,Female,disloyal Customer,20,Young,Business travel,Eco,1142,4,4,4,5,5,4,5,5,5,5,4,4,4,5,0,0.0,1
22156,48308,Female,Loyal Customer,49,Senior,Personal Travel,Eco,1499,1,2,0,4,5,4,4,1,1,0,1,3,1,1,3,0.0,0
22157,84688,Male,Loyal Customer,12,Teen,Personal Travel,Eco,2182,3,1,3,3,2,3,3,2,1,3,4,4,4,2,2,0.0,0
22158,48781,Female,disloyal Customer,24,Young,Business travel,Business,109,0,0,1,3,4,1,4,4,5,4,5,4,5,4,0,0.0,1
22159,91817,Male,Loyal Customer,8,Teen,Personal Travel,Eco,590,2,2,2,3,5,2,5,5,3,2,3,4,4,5,0,0.0,0
22160,32317,Female,Loyal Customer,61,Old,Business travel,Eco,216,4,4,4,4,3,5,1,4,4,4,4,2,4,2,0,0.0,1
22161,50109,Female,Loyal Customer,40,Mid,Business travel,Business,250,2,2,2,2,4,3,3,2,2,2,2,3,2,1,0,0.0,0
22162,103929,Male,Loyal Customer,55,Senior,Business travel,Business,770,1,1,2,1,4,4,4,2,2,2,2,5,2,4,9,13.0,1
22163,71385,Female,Loyal Customer,9,Teen,Personal Travel,Eco,258,3,1,3,3,1,3,1,1,2,4,3,3,4,1,36,43.0,0
22164,92607,Female,Loyal Customer,48,Senior,Personal Travel,Eco,2218,3,3,3,3,1,2,4,2,2,3,2,4,2,1,0,0.0,0
22165,92451,Female,Loyal Customer,18,Teen,Business travel,Business,2139,3,1,1,1,3,2,3,3,2,2,3,1,3,3,0,0.0,0
22166,118408,Male,disloyal Customer,36,Mid,Business travel,Business,368,2,2,2,2,2,2,2,2,4,4,5,3,5,2,0,0.0,0
22167,121757,Male,Loyal Customer,60,Senior,Business travel,Business,1680,1,5,5,5,1,1,1,1,5,3,2,1,3,1,200,172.0,0
22168,32902,Male,Loyal Customer,53,Senior,Personal Travel,Eco,102,1,5,1,3,3,1,3,3,3,2,5,4,4,3,7,18.0,0
22169,62112,Male,Loyal Customer,38,Mid,Business travel,Business,2565,3,3,3,3,4,4,5,2,2,2,2,3,2,4,42,37.0,1
22170,20300,Male,Loyal Customer,26,Young,Personal Travel,Eco,179,1,5,1,2,2,1,5,2,2,4,2,2,4,2,0,0.0,0
22171,121542,Male,Loyal Customer,41,Mid,Business travel,Business,1032,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0,1
22172,78017,Female,Loyal Customer,38,Mid,Business travel,Eco,214,3,1,1,1,3,3,3,3,3,1,4,3,3,3,0,14.0,0
22173,13594,Female,Loyal Customer,58,Senior,Personal Travel,Eco,152,2,4,2,2,4,5,4,1,1,2,1,4,1,5,0,0.0,0
22174,59298,Male,Loyal Customer,33,Mid,Personal Travel,Business,2367,3,5,3,4,2,3,2,2,3,3,4,5,4,2,64,39.0,0
22175,85995,Male,Loyal Customer,60,Senior,Business travel,Business,2831,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0,1
22176,120633,Female,disloyal Customer,44,Mid,Business travel,Business,280,1,1,1,3,3,1,3,3,3,5,5,5,4,3,0,0.0,0
22177,29519,Female,Loyal Customer,36,Mid,Business travel,Business,1870,3,3,3,3,2,1,3,4,4,4,4,4,4,4,0,0.0,1
22178,20880,Female,disloyal Customer,59,Senior,Business travel,Eco Plus,508,3,3,3,4,4,3,4,4,2,1,3,1,4,4,0,0.0,0
22179,102238,Female,Loyal Customer,44,Mid,Business travel,Eco,414,1,3,3,3,4,3,2,1,1,1,1,4,1,1,20,13.0,0
22180,32084,Male,Loyal Customer,39,Mid,Business travel,Eco,101,4,3,3,3,4,5,4,4,2,4,5,4,4,4,0,0.0,1
22181,19767,Female,Loyal Customer,48,Senior,Personal Travel,Eco Plus,779,4,5,4,2,4,2,1,4,3,5,5,1,4,1,219,223.0,0
22182,112552,Female,Loyal Customer,19,Young,Business travel,Eco Plus,909,4,3,3,3,4,4,1,4,4,2,4,2,3,4,50,41.0,0
22183,22273,Male,Loyal Customer,37,Mid,Business travel,Business,3265,2,2,2,2,2,5,4,5,5,5,4,4,5,2,0,0.0,1
22184,70778,Female,Loyal Customer,48,Senior,Business travel,Business,2544,1,1,1,1,4,5,4,5,5,5,5,5,5,5,0,0.0,1
22185,21008,Male,Loyal Customer,25,Young,Personal Travel,Eco Plus,851,4,4,4,1,2,4,2,2,5,4,4,5,4,2,0,0.0,0
22186,18740,Male,disloyal Customer,26,Young,Business travel,Business,1167,1,1,1,3,4,1,4,4,1,1,2,3,4,4,0,2.0,0
22187,42265,Female,Loyal Customer,48,Senior,Business travel,Eco,784,1,4,4,4,1,3,2,1,1,1,1,4,1,2,0,0.0,0
22188,118787,Female,Loyal Customer,12,Teen,Personal Travel,Eco,370,1,3,1,2,1,1,1,1,2,5,5,4,2,1,0,0.0,0
22189,90561,Female,Loyal Customer,32,Mid,Business travel,Business,3878,4,2,4,4,4,4,4,4,4,5,4,5,5,4,0,0.0,1
22190,11354,Male,Loyal Customer,60,Senior,Personal Travel,Eco,224,2,4,2,4,5,2,5,5,1,5,3,2,4,5,0,0.0,0
22191,110108,Male,Loyal Customer,61,Old,Business travel,Business,3451,1,1,1,1,4,4,5,2,2,2,2,5,2,3,13,15.0,1
22192,61262,Female,Loyal Customer,69,Old,Personal Travel,Eco,909,2,3,2,4,5,3,3,5,5,2,5,4,5,4,15,10.0,0
22193,24304,Male,disloyal Customer,25,Young,Business travel,Eco Plus,302,2,0,2,5,4,2,4,4,1,4,3,5,3,4,0,0.0,0
22194,61158,Female,Loyal Customer,49,Senior,Business travel,Business,862,5,5,5,5,4,4,4,5,5,5,5,4,5,4,61,44.0,1
22195,121536,Female,Loyal Customer,48,Senior,Business travel,Business,2382,3,1,3,3,2,4,5,3,3,3,3,4,3,5,30,31.0,1
22196,85985,Female,Loyal Customer,58,Senior,Business travel,Business,1956,2,2,2,2,2,4,4,5,5,5,5,4,5,5,13,14.0,1
22197,116670,Female,Loyal Customer,42,Mid,Business travel,Business,3674,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0,0.0,1
22198,40944,Male,Loyal Customer,20,Young,Personal Travel,Eco Plus,588,1,4,1,4,3,1,3,3,4,5,4,5,5,3,0,0.0,0
22199,92794,Male,Loyal Customer,28,Young,Business travel,Business,1587,2,2,2,2,4,4,4,4,5,3,4,4,4,4,0,0.0,1
22200,83786,Female,Loyal Customer,43,Mid,Business travel,Business,425,5,5,3,5,5,5,4,4,4,4,4,3,4,4,0,0.0,1
22201,74741,Female,Loyal Customer,26,Young,Personal Travel,Eco,1464,3,4,3,3,3,5,5,4,3,4,4,5,3,5,298,273.0,0
22202,1552,Female,Loyal Customer,25,Young,Personal Travel,Eco,922,3,5,3,3,4,3,4,4,5,2,4,3,5,4,1,0.0,0
22203,48600,Female,Loyal Customer,23,Young,Personal Travel,Eco,737,2,5,2,3,4,2,4,4,4,2,4,3,5,4,114,113.0,0
22204,121161,Female,Loyal Customer,40,Mid,Business travel,Eco,2521,3,1,1,1,3,3,3,4,3,1,2,3,3,3,6,49.0,0
22205,87919,Female,disloyal Customer,22,Young,Business travel,Business,594,4,0,4,3,5,4,5,5,5,4,5,5,5,5,0,0.0,1
22206,68923,Male,disloyal Customer,23,Young,Business travel,Business,936,4,2,4,1,2,4,4,2,3,5,4,4,5,2,0,0.0,1
22207,9165,Male,Loyal Customer,57,Senior,Personal Travel,Eco,946,4,2,4,3,3,4,3,3,2,1,4,4,3,3,0,14.0,0
22208,72294,Female,Loyal Customer,65,Old,Personal Travel,Eco,921,3,4,3,3,4,4,5,2,2,3,2,3,2,5,0,0.0,0
22209,68098,Female,disloyal Customer,28,Young,Business travel,Eco,868,4,4,4,4,2,4,2,2,2,3,3,4,4,2,26,28.0,0
22210,115687,Female,Loyal Customer,63,Old,Business travel,Business,2181,3,5,1,5,2,3,4,3,3,3,3,3,3,4,3,13.0,0
22211,3882,Male,Loyal Customer,42,Mid,Business travel,Business,213,4,2,3,3,4,3,4,1,1,1,4,3,1,4,59,44.0,0
22212,88616,Male,Loyal Customer,22,Young,Personal Travel,Eco,271,1,3,1,4,5,1,5,5,1,4,3,2,3,5,0,26.0,0
22213,2493,Male,disloyal Customer,54,Senior,Business travel,Eco,1379,2,2,2,3,1,2,1,1,4,4,4,2,3,1,0,0.0,0
22214,8570,Male,Loyal Customer,47,Senior,Business travel,Business,1948,3,3,3,3,5,5,5,4,4,4,5,3,4,5,0,0.0,1
22215,36031,Female,Loyal Customer,73,Old,Business travel,Business,1765,1,1,1,1,2,1,3,4,4,4,4,4,4,3,0,0.0,1
22216,64725,Male,Loyal Customer,41,Mid,Business travel,Business,2604,0,0,0,3,3,5,4,4,4,4,4,3,4,3,0,0.0,1
22217,35775,Female,Loyal Customer,36,Mid,Business travel,Eco,200,4,2,2,2,4,4,4,4,1,2,3,2,4,4,0,0.0,0
22218,102969,Female,Loyal Customer,42,Mid,Business travel,Business,2744,2,1,1,1,3,4,4,2,2,2,2,3,2,3,35,31.0,0
22219,82735,Female,disloyal Customer,29,Young,Business travel,Business,409,5,5,5,2,5,0,5,5,5,4,4,5,5,5,0,0.0,1
22220,95591,Female,Loyal Customer,53,Senior,Business travel,Business,3384,5,5,4,5,4,5,4,5,5,5,5,4,5,3,37,31.0,1
22221,121388,Female,Loyal Customer,30,Young,Business travel,Business,2279,3,3,3,3,5,5,5,5,4,3,5,5,4,5,1,0.0,1
22222,32864,Male,Loyal Customer,10,Teen,Personal Travel,Eco,216,0,0,0,3,2,0,2,2,3,3,4,5,4,2,0,0.0,1
22223,11575,Female,Loyal Customer,44,Mid,Business travel,Eco,771,2,4,4,4,3,4,3,2,2,2,2,2,2,4,45,38.0,0
22224,28391,Male,Loyal Customer,55,Senior,Personal Travel,Eco,763,3,5,4,3,2,4,2,2,5,4,4,5,5,2,0,0.0,0
22225,22369,Male,Loyal Customer,45,Mid,Business travel,Business,3000,3,5,5,5,2,3,3,1,1,1,3,3,1,4,120,108.0,0
22226,77191,Male,Loyal Customer,8,Teen,Personal Travel,Eco,290,2,4,2,4,1,2,1,1,3,3,4,4,5,1,0,0.0,0
22227,108261,Male,Loyal Customer,53,Senior,Business travel,Business,2537,2,2,3,2,2,4,4,4,4,4,4,5,4,1,29,20.0,1
22228,77728,Male,Loyal Customer,54,Senior,Business travel,Business,1668,1,5,1,1,2,4,5,5,5,5,5,3,5,5,0,0.0,1
22229,23161,Female,Loyal Customer,40,Mid,Personal Travel,Eco,300,4,4,4,3,4,4,4,4,3,2,5,3,5,4,24,17.0,0
22230,57485,Male,Loyal Customer,11,Teen,Personal Travel,Eco,1589,3,4,3,4,1,3,1,1,5,4,3,4,5,1,101,58.0,0
22231,17765,Male,Loyal Customer,42,Mid,Personal Travel,Business,1214,2,3,2,4,4,2,4,3,3,2,3,1,3,1,3,27.0,0
22232,27151,Male,disloyal Customer,29,Young,Business travel,Business,2640,4,4,4,4,4,4,4,2,2,2,4,4,1,4,8,0.0,0
22233,1519,Male,Loyal Customer,25,Young,Business travel,Business,3267,1,1,1,1,5,5,5,5,3,3,5,5,4,5,0,0.0,1
22234,92804,Female,Loyal Customer,46,Senior,Business travel,Business,1587,3,3,3,3,3,5,4,4,4,4,4,3,4,5,2,3.0,1
22235,36831,Male,Loyal Customer,36,Mid,Business travel,Eco,369,5,5,5,5,5,5,5,5,1,3,3,5,4,5,16,4.0,1
22236,61530,Female,Loyal Customer,35,Mid,Personal Travel,Eco,2419,3,2,3,3,5,3,1,5,3,4,4,1,3,5,27,13.0,0
22237,71149,Female,Loyal Customer,42,Mid,Business travel,Business,1906,2,2,2,2,3,4,5,4,4,4,4,3,4,4,28,25.0,1
22238,78984,Female,Loyal Customer,32,Mid,Business travel,Business,377,4,3,3,3,4,4,4,4,2,3,4,1,3,4,0,0.0,0
22239,23112,Male,Loyal Customer,55,Senior,Business travel,Business,3259,4,4,4,4,1,3,1,4,4,4,4,4,4,5,0,0.0,1
22240,85978,Male,Loyal Customer,29,Young,Business travel,Business,528,1,1,4,1,4,4,4,4,4,2,4,3,5,4,0,0.0,1
22241,122324,Male,Loyal Customer,51,Senior,Business travel,Eco Plus,544,2,5,5,5,2,2,2,2,1,2,4,1,3,2,0,0.0,0
22242,2711,Male,Loyal Customer,53,Senior,Personal Travel,Eco,562,4,4,4,3,3,4,3,3,5,4,5,5,5,3,0,0.0,0
22243,14454,Female,Loyal Customer,64,Old,Business travel,Business,761,3,5,5,5,2,4,4,3,3,3,3,4,3,3,0,0.0,0
22244,87709,Male,Loyal Customer,61,Old,Personal Travel,Eco,606,1,4,1,2,1,1,1,1,5,4,5,5,5,1,70,61.0,0
22245,55255,Female,Loyal Customer,44,Mid,Personal Travel,Eco,1009,2,3,2,3,5,3,4,1,1,2,1,4,1,1,2,0.0,0
22246,29994,Male,Loyal Customer,45,Mid,Business travel,Business,627,3,3,3,3,2,4,3,3,3,3,3,4,3,3,0,10.0,0
22247,25640,Male,Loyal Customer,50,Senior,Personal Travel,Eco,666,4,4,4,3,5,4,5,5,1,2,4,4,5,5,6,1.0,0
22248,111559,Male,Loyal Customer,34,Mid,Business travel,Business,2149,1,1,5,1,4,5,5,4,4,5,4,4,4,5,26,14.0,1
22249,38335,Female,Loyal Customer,50,Senior,Business travel,Eco,1050,4,5,5,5,2,1,3,4,4,4,4,1,4,3,0,0.0,1
22250,16719,Male,Loyal Customer,58,Senior,Business travel,Eco Plus,284,5,4,2,4,5,5,5,5,3,2,2,1,2,5,60,45.0,1
22251,27541,Female,Loyal Customer,66,Old,Personal Travel,Eco,605,2,3,2,3,4,4,4,5,5,2,2,4,5,2,0,7.0,0
22252,122184,Male,Loyal Customer,43,Mid,Business travel,Business,3984,4,4,4,4,2,5,4,2,2,3,2,3,2,5,7,0.0,1
22253,110011,Male,disloyal Customer,24,Young,Business travel,Eco,1204,5,5,5,4,2,5,5,2,5,3,4,5,5,2,15,0.0,1
22254,12928,Female,Loyal Customer,45,Mid,Personal Travel,Eco,794,2,2,2,4,2,4,4,4,5,4,4,4,1,4,338,333.0,0
22255,104898,Male,Loyal Customer,49,Senior,Business travel,Business,1565,2,2,2,2,5,5,4,5,5,5,5,4,5,5,0,0.0,1
22256,61223,Male,Loyal Customer,47,Senior,Business travel,Eco,967,4,5,3,5,3,4,3,3,1,1,3,4,4,3,23,45.0,0
22257,32782,Male,disloyal Customer,23,Young,Business travel,Eco,101,1,1,1,2,1,1,1,1,1,5,2,3,2,1,0,11.0,0
22258,101736,Female,Loyal Customer,24,Young,Business travel,Business,1590,3,3,3,3,3,3,3,3,2,3,4,3,3,3,0,0.0,0
22259,110236,Male,disloyal Customer,18,Teen,Business travel,Eco,1147,3,3,3,4,3,3,3,3,4,3,4,1,4,3,0,21.0,0
22260,24042,Male,Loyal Customer,43,Mid,Personal Travel,Eco,595,3,5,3,5,3,3,3,3,1,4,4,2,2,3,3,0.0,0
22261,110562,Female,Loyal Customer,60,Senior,Business travel,Eco,643,3,3,3,3,5,3,3,3,3,3,3,3,3,2,0,0.0,0
22262,11164,Male,Loyal Customer,34,Mid,Personal Travel,Eco,140,1,5,1,1,2,1,2,2,4,5,3,4,4,2,45,50.0,0
22263,113586,Male,Loyal Customer,47,Senior,Business travel,Eco,386,2,3,3,3,2,2,2,2,1,3,4,5,2,2,7,1.0,1
22264,91630,Male,Loyal Customer,72,Old,Business travel,Eco,1199,1,2,1,1,1,1,1,1,3,5,4,1,3,1,4,0.0,0
22265,128196,Male,Loyal Customer,13,Teen,Personal Travel,Eco Plus,1788,2,5,2,4,2,2,2,2,4,4,4,3,4,2,0,0.0,0
22266,60097,Female,disloyal Customer,27,Young,Business travel,Business,1012,4,3,3,2,3,3,3,3,4,2,5,3,4,3,0,0.0,0
22267,95972,Male,Loyal Customer,39,Mid,Business travel,Business,583,5,5,5,5,3,4,5,5,5,5,5,3,5,3,11,8.0,1
22268,2076,Female,Loyal Customer,42,Mid,Business travel,Eco,812,5,1,1,1,2,3,2,5,5,5,5,1,5,1,39,32.0,1
22269,73883,Female,disloyal Customer,30,Young,Business travel,Business,2330,2,2,2,3,2,2,2,2,4,5,5,3,5,2,0,0.0,0
22270,94890,Male,disloyal Customer,43,Mid,Business travel,Eco,239,3,0,3,4,5,3,5,5,3,3,5,5,5,5,2,0.0,0
22271,21196,Female,Loyal Customer,52,Senior,Business travel,Eco,192,3,1,1,1,2,2,2,3,3,3,3,2,3,3,1,0.0,0
22272,27367,Female,disloyal Customer,25,Young,Business travel,Eco,1050,4,4,4,1,5,4,2,5,4,1,1,4,3,5,0,5.0,1
22273,88037,Male,Loyal Customer,31,Mid,Business travel,Business,3502,1,1,1,1,4,4,4,4,5,3,5,4,4,4,26,28.0,1
22274,110155,Female,Loyal Customer,7,Teen,Personal Travel,Eco,882,1,2,1,3,2,1,4,2,1,1,4,1,3,2,34,27.0,0
22275,98932,Female,Loyal Customer,55,Senior,Business travel,Business,3678,4,5,5,5,2,2,2,4,4,3,4,1,4,3,9,7.0,0
22276,10227,Male,Loyal Customer,51,Senior,Business travel,Business,1750,2,4,4,4,2,3,4,2,2,1,2,2,2,3,0,0.0,0
22277,9838,Female,Loyal Customer,43,Mid,Business travel,Business,2523,2,2,2,2,4,5,4,4,4,4,4,3,4,5,47,28.0,1
22278,9122,Female,Loyal Customer,33,Mid,Personal Travel,Eco,765,5,4,5,4,3,5,3,3,3,4,5,5,5,3,0,0.0,1
22279,45738,Female,Loyal Customer,52,Senior,Personal Travel,Eco Plus,1463,4,4,4,4,1,2,3,2,2,4,2,3,2,3,0,0.0,0
22280,27373,Female,disloyal Customer,31,Mid,Business travel,Eco,978,2,2,2,3,5,2,5,5,5,3,2,2,2,5,0,0.0,0
22281,84442,Female,Loyal Customer,26,Young,Personal Travel,Eco Plus,591,4,5,4,2,3,4,3,3,3,3,5,5,5,3,0,0.0,0
22282,83835,Male,disloyal Customer,39,Mid,Business travel,Eco,425,4,0,4,5,3,4,3,3,3,5,3,1,1,3,8,6.0,0
22283,83763,Male,Loyal Customer,41,Mid,Business travel,Business,926,2,2,2,2,5,4,4,5,5,5,5,3,5,3,21,13.0,1
22284,45071,Female,Loyal Customer,70,Old,Personal Travel,Eco,342,2,4,2,5,1,2,4,4,4,2,4,4,4,1,118,107.0,0
22285,23574,Female,Loyal Customer,29,Young,Personal Travel,Eco,1015,1,3,1,4,5,1,5,5,4,1,2,3,4,5,32,57.0,0
22286,118914,Male,Loyal Customer,36,Mid,Personal Travel,Eco,570,1,4,1,3,2,1,2,2,1,1,3,2,3,2,0,0.0,0
22287,68380,Male,Loyal Customer,25,Young,Business travel,Business,2060,1,1,1,1,4,5,4,4,5,3,4,3,4,4,0,0.0,1
22288,5511,Female,Loyal Customer,51,Senior,Business travel,Business,3455,1,1,1,1,2,3,4,1,1,1,1,3,1,1,0,0.0,0
22289,63598,Female,disloyal Customer,29,Young,Business travel,Eco Plus,2133,3,3,3,2,1,3,1,1,3,5,5,5,3,1,35,22.0,0
22290,4637,Female,disloyal Customer,20,Young,Business travel,Eco,364,2,4,2,3,5,2,2,5,5,2,4,4,5,5,47,48.0,0
22291,91329,Female,disloyal Customer,20,Young,Business travel,Eco,406,3,0,3,5,1,3,1,1,2,1,2,5,2,1,0,0.0,0
22292,114960,Female,Loyal Customer,55,Senior,Business travel,Business,2001,2,2,2,2,4,4,4,4,4,4,4,4,4,3,24,21.0,1
22293,116994,Male,Loyal Customer,29,Young,Business travel,Business,646,3,3,3,3,4,4,4,4,4,3,5,3,4,4,0,0.0,1
22294,62265,Male,Loyal Customer,68,Old,Personal Travel,Eco Plus,2425,5,5,5,2,1,5,1,1,4,2,4,3,4,1,15,0.0,1
22295,23254,Male,Loyal Customer,58,Senior,Business travel,Business,1847,1,3,3,3,1,3,3,1,1,1,1,1,1,1,0,0.0,0
22296,119560,Male,Loyal Customer,16,Teen,Personal Travel,Eco,814,2,0,2,5,1,2,1,1,3,5,4,3,4,1,0,0.0,0
22297,117072,Male,Loyal Customer,73,Old,Business travel,Eco,325,1,2,2,2,1,1,1,1,2,4,3,3,4,1,1,0.0,0
22298,123648,Female,Loyal Customer,43,Mid,Business travel,Business,2189,5,5,5,5,3,4,5,5,5,5,5,5,5,3,40,48.0,1
22299,927,Male,disloyal Customer,39,Mid,Business travel,Business,354,2,2,2,2,4,2,4,4,4,4,3,1,3,4,0,0.0,0
22300,61493,Female,disloyal Customer,42,Mid,Business travel,Business,2288,3,3,3,1,1,3,1,1,5,5,5,5,5,1,0,0.0,0
22301,73246,Female,Loyal Customer,26,Young,Business travel,Business,3986,4,4,4,4,4,4,4,4,4,3,4,5,5,4,0,0.0,1
22302,121032,Female,Loyal Customer,23,Young,Personal Travel,Eco,861,2,4,2,3,4,2,2,4,5,3,4,5,5,4,0,40.0,0
22303,45776,Female,Loyal Customer,46,Senior,Business travel,Business,3860,3,3,3,3,3,1,1,5,5,5,4,1,5,3,0,0.0,1
22304,96626,Female,Loyal Customer,59,Senior,Business travel,Business,2676,1,1,1,1,5,5,5,5,5,5,5,3,5,5,0,0.0,1
22305,120073,Female,Loyal Customer,49,Senior,Business travel,Business,683,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0,1
22306,107614,Male,disloyal Customer,25,Young,Business travel,Business,423,4,0,4,1,5,4,1,5,4,5,4,3,4,5,5,0.0,1
22307,7680,Female,disloyal Customer,25,Young,Business travel,Eco,604,3,3,3,3,4,3,4,4,3,1,4,4,4,4,0,0.0,0
22308,117448,Female,Loyal Customer,36,Mid,Business travel,Eco,1020,2,2,2,2,2,2,2,2,3,4,3,2,4,2,12,0.0,0
22309,100176,Male,Loyal Customer,38,Mid,Personal Travel,Eco,717,3,5,2,3,2,2,2,2,2,1,1,3,5,2,6,20.0,0
22310,60836,Female,Loyal Customer,37,Mid,Business travel,Business,1754,1,1,2,1,4,4,4,3,3,4,3,5,3,5,0,0.0,1
22311,38493,Male,Loyal Customer,41,Mid,Business travel,Eco,2569,4,2,2,2,4,4,4,4,5,1,5,3,3,4,95,87.0,1
22312,48867,Female,Loyal Customer,51,Senior,Business travel,Business,158,5,5,5,5,1,4,5,4,4,4,5,3,4,4,0,0.0,1
22313,20552,Female,Loyal Customer,31,Mid,Business travel,Business,633,3,3,3,3,4,4,4,4,1,2,5,2,1,4,0,19.0,1
22314,46502,Female,disloyal Customer,35,Mid,Business travel,Eco,73,3,0,3,4,3,3,3,3,1,1,2,4,3,3,31,23.0,0
22315,75343,Male,Loyal Customer,21,Young,Personal Travel,Eco,2504,3,1,3,1,3,1,2,4,3,2,2,2,1,2,0,1.0,0
22316,104726,Female,Loyal Customer,13,Teen,Business travel,Business,3851,5,5,5,5,5,5,5,5,3,2,5,4,4,5,0,0.0,1
22317,2932,Female,Loyal Customer,37,Mid,Personal Travel,Eco,806,2,4,2,1,2,2,2,2,2,3,5,2,5,2,0,0.0,0
22318,36630,Male,Loyal Customer,20,Young,Business travel,Eco,1121,4,4,5,5,4,4,4,4,4,2,4,2,5,4,10,0.0,1
22319,99586,Female,Loyal Customer,39,Mid,Personal Travel,Eco,802,1,5,0,4,0,3,3,4,3,4,3,3,4,3,140,158.0,0
22320,126660,Female,Loyal Customer,64,Old,Personal Travel,Eco,602,2,4,2,4,5,4,4,3,3,2,3,1,3,3,0,0.0,0
22321,100555,Female,Loyal Customer,60,Senior,Personal Travel,Eco Plus,759,5,2,5,4,5,4,4,1,1,5,1,2,1,3,0,0.0,1
